candidate_id,preferred_domain,skills,num_skills,experience_years,education,has_certification
C0577,Mobile Development,"Flutter, Java, Kotlin, Objective-C, Swift",5,0.3,B.Tech,1
C0578,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python, SQL",5,9.9,BCA,1
C0579,Mobile Development,"Flutter, Java, Kotlin, Objective-C",4,5.3,MCA,1
C0580,Banking/Fintech Software,"Core Banking Systems, SQL, Spring Boot",3,11.9,B.Tech,1
C0581,Data & ML,"Excel, Pandas, Power BI, Python",4,0.6,B.Tech,0
C0582,Banking/Fintech Software,"REST APIs, SQL, Spring Boot",3,2.8,B.Tech,0
C0583,Data & ML,"Machine Learning, Power BI, Python, TensorFlow",4,3.8,M.Tech,0
C0584,Healthcare IT,"HL7, Java, Python, SQL",4,2.5,M.Tech,0
C0585,Data & ML,"Excel, Pandas, Power BI, SQL",4,1.6,M.Tech,1
C0586,Cloud & DevOps,"Docker, Linux, Terraform",3,2.4,B.Tech,0
C0587,Banking/Fintech Software,"REST APIs, SQL, Spring Boot",3,1.7,B.Tech,1
C0588,Data & ML,"Excel, Machine Learning, Python",3,3.3,M.Tech,0
C0589,Web Development,"CSS, Node.js, React",3,4.2,B.Tech,1
C0590,Web Development,"CSS, Django, PHP, React",4,4.9,M.Tech,0
C0591,Data & ML,"Machine Learning, Pandas, Python, SQL, TensorFlow",5,2.1,B.Tech,1
C0592,Cloud & DevOps,"AWS, Azure, Docker, Terraform",4,1.2,MCA,0
C0593,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Linux, Terraform",6,0.4,BCA,0
C0594,Healthcare IT,"FHIR, HIPAA Compliance, Python, SQL",4,0.8,M.Tech,1
C0595,Web Development,"CSS, Django, HTML, React",4,2.4,BCA,0
C0596,Web Development,"Angular, CSS, JavaScript, PHP, React",5,7.2,M.Tech,0
C0597,Web Development,"Django, HTML, JavaScript, Node.js",4,1.4,M.Tech,0
C0598,Data & ML,"Pandas, Power BI, Python, SQL, TensorFlow",5,4.5,Diploma,0
C0599,Data & ML,"Excel, Power BI, Python, TensorFlow",4,0.3,B.Tech,1
C0600,Cloud & DevOps,"Azure, Docker, Linux",3,3.0,MCA,0
C0601,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, SQL",6,6.8,M.Tech,0
C0602,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, Spring Boot",4,4.7,B.Tech,1
C0603,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python, SQL",5,6.8,B.Tech,0
C0604,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.7,B.Tech,1
C0605,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, SQL",6,5.2,B.Tech,1
C0606,Mobile Development,"Java, Kotlin, Objective-C, Swift",4,0.3,B.Sc,1
C0607,Web Development,"Angular, CSS, Django, Node.js",4,1.2,Diploma,0
C0608,Banking/Fintech Software,"Core Banking Systems, REST APIs, Spring Boot",3,3.3,BCA,0
C0609,Healthcare IT,"FHIR, HL7, Java, Python",4,11.7,BCA,0
C0610,Web Development,"Django, Node.js, React",3,2.5,M.Tech,1
C0611,Banking/Fintech Software,"Java, REST APIs, SQL, Spring Boot",4,0.7,B.Tech,1
C0612,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,5.9,B.Sc,0
C0613,Web Development,"Angular, Django, HTML, JavaScript, Node.js",5,4.3,Diploma,1
C0614,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,1.8,B.Tech,0
C0615,Data & ML,"Excel, Pandas, Power BI, Python, SQL",5,6.4,M.Tech,0
C0616,Web Development,"Angular, CSS, Django, HTML, JavaScript, Node.js",6,5.2,B.Tech,0
C0617,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Kubernetes, Linux",6,7.1,MCA,0
C0618,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python",5,3.2,BCA,0
C0619,Web Development,"Angular, Django, PHP",3,4.9,B.Sc,0
C0620,Web Development,"Angular, Node.js, PHP",3,0.4,BCA,0
C0621,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,0.0,BCA,0
C0622,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.8,B.Sc,0
C0623,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, SQL",5,1.2,B.Sc,0
C0624,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Terraform",5,0.7,B.Tech,0
C0625,Data & ML,"Machine Learning, Pandas, Python, TensorFlow",4,4.3,Diploma,0
C0626,Banking/Fintech Software,"Java, SQL, Spring Boot",3,4.7,BCA,0
C0627,Cloud & DevOps,"AWS, CI/CD, Linux",3,6.2,B.Tech,0
C0628,Healthcare IT,"FHIR, HIPAA Compliance, HL7, SQL",4,1.8,M.Tech,1
C0629,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,0.4,M.Tech,1
C0630,Cloud & DevOps,"AWS, Azure, Docker, Kubernetes, Terraform",5,1.6,B.Tech,1
C0631,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python",4,10.2,B.Tech,1
C0632,Mobile Development,"Flutter, Java, Kotlin, Swift",4,7.2,MCA,1
C0633,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,12.0,BCA,0
C0634,Banking/Fintech Software,"Core Banking Systems, Java, Machine Learning, REST APIs, SQL, Spring Boot",6,5.3,B.Tech,1
C0635,Cloud & DevOps,"AWS, CI/CD, Kubernetes, Linux",4,0.7,B.Tech,0
C0636,Cloud & DevOps,"Azure, CI/CD, Docker",3,0.8,B.Tech,0
C0637,Cloud & DevOps,"Azure, CI/CD, Terraform",3,5.2,B.Tech,0
C0638,Data & ML,"Machine Learning, Pandas, SQL, TensorFlow",4,4.1,B.Tech,1
C0639,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,6.3,B.Tech,0
C0640,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.6,B.Tech,0
C0641,Healthcare IT,"HIPAA Compliance, HL7, SQL",3,1.0,M.Tech,0
C0642,Mobile Development,"Java, Kotlin, Objective-C, React Native",4,5.8,M.Tech,0
C0643,Web Development,"Angular, Django, HTML, JavaScript, Node.js, React",6,0.7,M.Tech,1
C0644,Banking/Fintech Software,"Core Banking Systems, SQL, Spring Boot",3,7.2,BCA,1
C0645,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,9.4,B.Tech,1
C0646,Web Development,"Angular, CSS, HTML, Node.js, PHP, React",6,1.1,M.Tech,1
C0647,Cloud & DevOps,"Docker, Kubernetes, Linux",3,1.3,B.Tech,0
C0648,Healthcare IT,"HIPAA Compliance, Java, SQL",3,3.0,BCA,1
C0649,Data & ML,"Excel, Machine Learning, Power BI, Python, SQL, TensorFlow",6,3.4,B.Tech,0
C0650,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,2.0,BCA,1
C0651,Web Development,"CSS, Node.js, PHP, React",4,1.9,Diploma,0
C0652,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes",4,0.2,B.Tech,0
C0653,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,2.8,Diploma,0
C0654,Web Development,"Angular, Django, JavaScript, React",4,10.7,B.Tech,0
C0655,Web Development,"Angular, CSS, HTML, JavaScript, Node.js, React",6,1.9,M.Tech,0
C0656,Banking/Fintech Software,"Java, REST APIs, Spring Boot",3,2.2,B.Tech,0
C0657,Data & ML,"Excel, Python, SQL, TensorFlow",4,5.4,B.Sc,0
C0658,Web Development,"CSS, Django, JavaScript, PHP, React",5,4.9,BCA,0
C0659,Healthcare IT,"HIPAA Compliance, HL7, Java, Python, SQL",5,0.1,B.Tech,1
C0660,Web Development,"Django, Node.js, React",3,2.9,B.Tech,0
C0661,Mobile Development,"Flutter, Kotlin, Objective-C, React Native, Swift",5,2.6,B.Tech,1
C0662,Web Development,"Angular, JavaScript, Node.js, React",4,14.8,B.Tech,0
C0663,Data & ML,"Pandas, Power BI, Python",3,1.5,MCA,1
C0664,Mobile Development,"Java, React Native, Swift",3,3.8,BCA,0
C0665,Cloud & DevOps,"Azure, Docker, Kubernetes",3,3.8,Diploma,1
C0666,Web Development,"JavaScript, Node.js, React",3,3.0,B.Tech,0
C0667,Data & ML,"Excel, Pandas, Power BI, Python, TensorFlow",5,0.1,B.Sc,0
C0668,Cloud & DevOps,"AWS, Azure, Docker, Kubernetes, Linux, Terraform",6,1.5,M.Tech,0
C0669,Healthcare IT,"FHIR, HL7, Java, Python, SQL",5,2.7,M.Tech,1
C0670,Data & ML,"Excel, Machine Learning, Pandas, Power BI, SQL, TensorFlow",6,0.3,B.Tech,1
C0671,Mobile Development,"Flutter, Kotlin, Objective-C, React Native, Swift",5,3.1,BCA,1
C0672,Web Development,"Angular, Django, JavaScript",3,0.0,BCA,1
C0673,Banking/Fintech Software,"Java, REST APIs, Spring Boot",3,0.5,B.Tech,1
C0674,Mobile Development,"Objective-C, React Native, Swift",3,7.0,B.Tech,0
C0675,Banking/Fintech Software,"Core Banking Systems, HIPAA Compliance, Java, REST APIs, SQL, Spring Boot",6,5.1,BCA,0
C0676,Mobile Development,"Java, Kotlin, Objective-C, React Native, Swift",5,2.0,BCA,0
C0677,Banking/Fintech Software,"Core Banking Systems, Java, SQL",3,5.0,B.Tech,0
C0678,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot, Swift",6,3.2,B.Sc,1
C0679,Web Development,"Angular, CSS, Django, HTML",4,1.6,B.Tech,0
C0680,Mobile Development,"Flutter, Java, Kotlin, Objective-C",4,4.7,M.Tech,1
C0681,Cloud & DevOps,"Azure, CI/CD, Docker, Kubernetes, Terraform",5,1.8,BCA,1
C0682,Mobile Development,"Flutter, Java, Kotlin, Objective-C, Swift",5,1.2,BCA,0
C0683,Web Development,"HTML, JavaScript, Node.js",3,0.1,B.Tech,0
C0684,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Python",4,0.5,M.Tech,0
C0685,Cloud & DevOps,"Azure, CI/CD, Docker, Kubernetes, Linux, Terraform",6,4.3,Diploma,0
C0686,Healthcare IT,"FHIR, HIPAA Compliance, HL7, SQL",4,3.1,BCA,0
C0687,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python, SQL",5,4.7,BCA,0
C0688,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,2.8,B.Tech,0
C0689,Banking/Fintech Software,"Core Banking Systems, FHIR, Java, REST APIs, SQL, Spring Boot",6,2.5,B.Tech,0
C0690,Cloud & DevOps,"AWS, Azure, Docker, Terraform",4,2.0,B.Tech,0
C0691,Cloud & DevOps,"AWS, Azure, Docker, Linux, Terraform",5,0.4,B.Tech,0
C0692,Web Development,"Angular, CSS, HTML, JavaScript, PHP",5,1.5,B.Tech,0
C0693,Cloud & DevOps,"AWS, Azure, CI/CD, Linux, Terraform",5,0.5,M.Tech,0
C0694,Data & ML,"Excel, Pandas, Power BI, SQL",4,0.4,Diploma,0
C0695,Data & ML,"Excel, Machine Learning, Pandas, Python, TensorFlow",5,1.8,Diploma,0
C0696,Data & ML,"Excel, SQL, TensorFlow",3,1.0,Diploma,0
C0697,Mobile Development,"Flutter, Java, Kotlin",3,10.6,MCA,1
C0698,Cloud & DevOps,"AWS, Docker, Terraform",3,2.4,M.Tech,1
C0699,Web Development,"CSS, Django, JavaScript, Node.js, React",5,5.5,B.Tech,1
C0700,Healthcare IT,"HIPAA Compliance, HL7, Java",3,0.6,B.Tech,0
C0701,Cloud & DevOps,"AWS, Azure, CI/CD, Kubernetes, Linux, Terraform",6,0.8,B.Sc,0
C0702,Banking/Fintech Software,"Core Banking Systems, Java, Spring Boot",3,2.6,B.Tech,0
C0703,Web Development,"CSS, JavaScript, Node.js, PHP, React",5,5.1,B.Tech,1
C0704,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, SQL",5,6.4,BCA,0
C0705,Data & ML,"Excel, Pandas, SQL, TensorFlow",4,1.9,MCA,0
C0706,Web Development,"HTML, Node.js, React",3,1.9,M.Tech,0
C0707,Web Development,"Angular, Django, HTML, Node.js, PHP, React",6,2.7,BCA,0
C0708,Web Development,"CSS, Django, HTML, JavaScript, PHP",5,6.1,B.Tech,1
C0709,Data & ML,"Excel, Machine Learning, Pandas, Python, SQL, TensorFlow",6,0.2,BCA,0
C0710,Healthcare IT,"HL7, Java, Python, SQL",4,8.6,B.Tech,0
C0711,Cloud & DevOps,"AWS, Azure, CI/CD, Docker, Kubernetes, Linux",6,0.3,MCA,0
C0712,Data & ML,"Excel, Machine Learning, Pandas, Power BI, SQL",5,1.4,B.Tech,0
C0713,Web Development,"Angular, Django, HTML, JavaScript, Node.js, PHP",6,1.7,BCA,1
C0714,Cloud & DevOps,"Azure, CI/CD, Docker, Kubernetes, Linux",5,2.6,B.Sc,1
C0715,Web Development,"Angular, Django, PHP, React",4,1.8,BCA,0
C0716,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,9.4,B.Tech,0
C0717,Data & ML,"Excel, Pandas, Power BI, Python, SQL, TensorFlow",6,0.0,BCA,0
C0718,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.2,B.Sc,0
C0719,Web Development,"CSS, Node.js, PHP",3,10.7,B.Tech,1
C0720,Mobile Development,"Java, Kotlin, Objective-C, Swift",4,1.9,BCA,1
C0721,Web Development,"Angular, CSS, PHP, React",4,2.2,BCA,1
C0722,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot, Terraform",6,4.9,B.Tech,0
C0723,Data & ML,"Pandas, Python, SQL",3,4.7,Diploma,0
C0724,Mobile Development,"Flutter, Java, Kotlin, Objective-C",4,5.3,B.Tech,0
C0725,Banking/Fintech Software,"Core Banking Systems, Java, SQL",3,1.3,BCA,0
C0726,Cloud & DevOps,"Docker, Kubernetes, Linux",3,4.2,MCA,1
C0727,Healthcare IT,"HIPAA Compliance, HL7, Java, Python, SQL",5,6.5,MCA,0
C0728,Cloud & DevOps,"AWS, Azure, CI/CD, Kubernetes, Linux",5,2.0,B.Tech,0
C0729,Data & ML,"Machine Learning, Power BI, Python, SQL",4,0.1,B.Tech,0
C0730,Healthcare IT,"HL7, Java, Python, SQL",4,5.0,Diploma,0
C0731,Cloud & DevOps,"Docker, Linux, Terraform",3,0.3,B.Sc,1
C0732,Cloud & DevOps,"AWS, Kubernetes, Linux",3,2.1,MCA,1
C0733,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.5,MCA,1
C0734,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,0.8,B.Tech,1
C0735,Healthcare IT,"HL7, Java, Python, SQL",4,0.5,B.Tech,0
C0736,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL, Spring Boot",5,1.9,B.Tech,1
C0737,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs",3,0.1,B.Tech,0
C0738,Mobile Development,"Flutter, Objective-C, React Native",3,0.4,B.Sc,0
C0739,Web Development,"CSS, Django, HTML, JavaScript",4,1.8,B.Sc,0
C0740,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes, Linux, Terraform",6,3.4,B.Tech,1
C0741,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,1.1,B.Tech,0
C0742,Data & ML,"Excel, Machine Learning, Power BI, Python, SQL, TensorFlow",6,0.5,MCA,0
C0743,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, SQL",5,0.5,B.Sc,1
C0744,Web Development,"Angular, CSS, JavaScript, Node.js, PHP",5,0.2,MCA,0
C0745,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python, SQL",5,0.6,MCA,1
C0746,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, Spring Boot",4,3.7,B.Tech,1
C0747,Healthcare IT,"FHIR, HL7, Java",3,1.2,Diploma,0
C0748,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,0.3,B.Tech,0
C0749,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python",5,6.0,BCA,1
C0750,Data & ML,"Excel, Machine Learning, Pandas, Power BI, TensorFlow",5,1.7,Diploma,0
C0751,Web Development,"Angular, CSS, HTML, JavaScript, Node.js, PHP",6,3.4,B.Tech,0
C0752,Healthcare IT,"HIPAA Compliance, HL7, Python",3,1.5,BCA,1
C0753,Cloud & DevOps,"CI/CD, Docker, Linux, Terraform",4,0.4,B.Tech,1
C0754,Cloud & DevOps,"Docker, Linux, Terraform",3,10.1,MCA,1
C0755,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native",5,8.6,B.Tech,0
C0756,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, SQL",5,3.1,B.Tech,0
C0757,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes, Linux, Terraform",6,1.5,B.Sc,0
C0758,Banking/Fintech Software,"Core Banking Systems, Java, PHP, REST APIs, SQL, Spring Boot",6,0.7,B.Tech,0
C0759,Banking/Fintech Software,"Core Banking Systems, Django, Java, REST APIs, SQL, Spring Boot",6,5.9,B.Tech,0
C0760,Data & ML,"Excel, Machine Learning, Pandas, Power BI, SQL, TensorFlow",6,5.7,B.Tech,1
C0761,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, SQL",5,3.9,BCA,1
C0762,Data & ML,"Excel, Machine Learning, Pandas, Power BI, TensorFlow",5,2.8,B.Tech,0
C0763,Cloud & DevOps,"AWS, Docker, Kubernetes, Linux, Terraform",5,0.4,MCA,1
C0764,Banking/Fintech Software,"Core Banking Systems, Java, Power BI, REST APIs, SQL, Spring Boot",6,1.5,MCA,0
C0765,Banking/Fintech Software,"Core Banking Systems, HL7, Java, REST APIs, SQL, Spring Boot",6,0.3,B.Tech,1
C0766,Cloud & DevOps,"CI/CD, Kubernetes, Linux",3,0.4,M.Tech,0
C0767,Mobile Development,"Flutter, React Native, Swift",3,3.5,B.Tech,1
C0768,Data & ML,"Excel, Machine Learning, Power BI, SQL",4,0.1,B.Tech,0
C0769,Healthcare IT,"HIPAA Compliance, HL7, Python",3,4.0,B.Tech,1
C0770,Cloud & DevOps,"AWS, Azure, CI/CD, Kubernetes, Linux, Terraform",6,0.0,M.Tech,1
C0771,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,1.5,MCA,0
C0772,Data & ML,"Excel, Machine Learning, Pandas, Python, SQL, TensorFlow",6,4.4,M.Tech,1
C0773,Web Development,"Angular, CSS, HTML, Node.js, PHP",5,2.6,B.Tech,0
C0774,Healthcare IT,"FHIR, HL7, Java",3,0.4,B.Tech,0
C0775,Healthcare IT,"FHIR, HIPAA Compliance, SQL",3,1.3,MCA,0
C0776,Web Development,"Angular, Django, PHP",3,1.4,B.Tech,0
C0777,Cloud & DevOps,"AWS, Azure, Docker, Kubernetes, Linux, Terraform",6,2.4,B.Sc,1
C0778,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,6.9,MCA,1
C0779,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, SQL",6,0.7,B.Tech,1
C0780,Mobile Development,"Java, Objective-C, React Native",3,0.8,B.Tech,0
C0781,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python",5,0.2,BCA,0
C0782,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,8.6,MCA,1
C0783,Banking/Fintech Software,"Core Banking Systems, Java, REST APIs, SQL",4,3.1,BCA,1
C0784,Web Development,"CSS, PHP, React",3,0.8,B.Tech,0
C0785,Data & ML,"Machine Learning, Pandas, Python, TensorFlow",4,5.6,B.Tech,0
C0786,Healthcare IT,"FHIR, HIPAA Compliance, HL7",3,5.0,BCA,0
C0787,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes, Linux, Terraform",6,3.1,B.Sc,1
C0788,Data & ML,"Excel, Power BI, Python, TensorFlow",4,1.0,M.Tech,1
C0789,Cloud & DevOps,"AWS, Kubernetes, Linux",3,3.5,BCA,1
C0790,Mobile Development,"Flutter, Java, Kotlin, Objective-C, React Native, Swift",6,3.0,M.Tech,0
C0791,Healthcare IT,"FHIR, HL7, Python, SQL",4,1.1,MCA,0
C0792,Banking/Fintech Software,"Core Banking Systems, REST APIs, SQL, Spring Boot",4,3.4,B.Tech,0
C0793,Cloud & DevOps,"AWS, Azure, CI/CD, Terraform",4,4.3,M.Tech,0
C0794,Web Development,"Angular, CSS, Django, HTML, Node.js",5,0.1,B.Tech,0
C0795,Healthcare IT,"FHIR, HIPAA Compliance, HL7, Java, Python, SQL",6,6.8,BCA,0
C0796,Cloud & DevOps,"AWS, CI/CD, Docker, Kubernetes, Terraform",5,4.7,B.Sc,0
C0797,Web Development,"Angular, JavaScript, Node.js, PHP",4,0.3,BCA,0
C0798,Data & ML,"Excel, Machine Learning, Pandas, Power BI, Python, TensorFlow",6,3.7,Diploma,0
C0799,Healthcare IT,"FHIR, HIPAA Compliance, Java, Python, SQL",5,1.8,Diploma,0
C0800,Banking/Fintech Software,"Java, REST APIs, SQL, Spring Boot",4,2.9,Diploma,0
